,2024,2025,2023,2021,2022,2017,2020,2019,2013,2018,2000,2014,2007,2015,2016,2010,2009,2003,2004,2005,2008,2006,2011,2012,1998,2001,2002,1999,1988,1987,1960,1959,1961,1976,1977,1962,1963,1964,1994,1956
HHMI (USA),60.19417475728155,66.75257731958763,58.88787602552416,54.308093994778076,60.901467505241094,39.47858472998138,53.04101838755304,49.4097807757167,26.492537313432834,44.83925549915397,0.0,34.15094339622641,21.951219512195124,34.99079189686925,36.5234375,20.192307692307693,20.37735849056604,25.0,31.57894736842105,27.027027027027028,20.398009950248756,22.88135593220339,22.25130890052356,22.897196261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WT (UK),40.71682273167582,41.84971098265896,37.54319824065347,29.16898276820456,32.24732116999711,22.824064502790986,26.280623608017816,27.05647357908117,14.172686618507052,24.13593357791079,0.0,17.477203647416413,10.95617529880478,20.021074815595362,20.65142065142065,15.230875258442452,13.866666666666665,7.6923076923076925,16.9811320754717,10.0,11.36653895274585,14.13793103448276,14.588377723970943,12.76309896999552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFG (Germany),36.79906542056075,40.43336058871627,31.83399602385686,24.38003220611916,26.881367071968455,19.601328903654487,22.976175626793065,23.413234301147874,10.816978548607942,22.437904404091004,0.0,16.816581931951504,14.798206278026907,19.037940379403796,19.289907743919485,12.0,12.240663900414937,16.666666666666664,0.0,4.615384615384616,10.0,8.59375,11.47396293027361,11.137581893984514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLM,38.34296724470135,40.10989010989011,39.2354124748491,35.333333333333336,36.885245901639344,29.09090909090909,40.25,33.5548172757475,16.10738255033557,29.433962264150942,0.0,23.668639053254438,4.225352112676056,21.354166666666664,33.33333333333333,14.17910447761194,14.166666666666666,0.0,7.142857142857142,7.4074074074074066,12.389380530973451,6.493506493506493,13.793103448275861,17.741935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NINDS,34.28886438809261,37.593582887700535,30.159378831221908,22.727272727272727,26.323119777158777,14.408602150537634,19.91499696417729,21.00708103855232,7.645875251509055,18.82770870337478,0.0,11.450381679389313,4.477611940298507,13.636363636363635,17.523364485981308,8.415841584158416,9.558823529411764,0.0,0.0,8.333333333333332,8.791208791208792,8.16326530612245,7.258064516129033,11.021505376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIH (USA),33.256964809384165,35.97163664239172,31.404648429849185,25.96515705028179,27.582823805602764,21.402162539239622,25.02286160365786,23.771650270195373,13.55377496896513,22.501792785208742,0.0,15.379145715881965,12.676056338028168,18.61879716441802,19.721577726218097,13.323489323034984,13.209302325581396,3.816793893129771,9.917355371900827,9.714795008912656,13.510520487264674,12.105007292173067,12.90815867590177,12.350818762142659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEHS,31.637843336724313,35.75949367088608,29.048582995951417,24.318429661941114,27.941176470588236,21.63265306122449,25.314685314685313,25.75516693163752,14.250614250614252,26.838235294117645,0.0,13.615023474178404,16.43835616438356,16.810344827586206,22.65625,8.074534161490684,13.076923076923078,0.0,6.25,9.090909090909092,14.912280701754385,18.181818181818183,11.846689895470384,9.826589595375722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMGF (USA),32.075471698113205,34.61030383091149,26.241610738255034,24.89296636085627,28.20012995451592,16.516129032258064,23.965141612200437,20.515097690941385,6.440677966101695,22.1875,0.0,12.88135593220339,0.0,16.624040920716112,16.117216117216117,6.338028169014084,5.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,6.172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEI,30.299667036625973,33.94495412844037,28.426966292134832,21.852731591448933,23.95005675368899,22.40566037735849,20.88888888888889,21.428571428571427,6.666666666666667,23.3739837398374,0.0,8.921933085501859,0.0,16.30901287553648,18.414322250639387,8.035714285714286,8.641975308641975,0.0,20.0,0.0,6.944444444444445,13.333333333333334,6.7669172932330826,7.368421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
